GID,SampleID,number,colldate,flowering_season_start,growing_season_start,elevation,latitude,longitude,dist
G10031,SEEDGWAS1854,CIMMYTMA-002685,1953-07-01,3,1,447,-22.200732,-54.828953,56.9860889788868
G10046,SEEDGWAS3833,CIMMYTMA-002697,,12,10,982,-20.53333333,-47.4,61.5256269395436
G10054,SEEDGWAS3419,NA,NA,NA,NA,NA,NA,NA,NA
G10068,SEEDGWAS1855,CIMMYTMA-002708,1946-07-01,7,5,339,-23.916667,-51.866667,60.3177534803072
G10094,SEEDGWAS1856,CIMMYTMA-002709,1946-07-01,7,5,339,-23.916667,-51.866667,60.3177534803072
G10101,SEEDGWAS1857,CIMMYTMA-002714,1947-01-01,3,1,743,-23.55,-51.483333,60.3504029670796
G10108,SEEDGWAS1858,CIMMYTMA-002721,1947-01-01,3,1,743,-23.55,-51.483333,60.3504029670796
G10121,SEEDGWAS1859,CIMMYTMA-002724,,NA,NA,800,-23.55,-46.633333,64.0104963134085
G10268,SEEDGWAS2396,NA,NA,NA,NA,NA,NA,NA,NA
G10270,SEEDGWAS1860,CIMMYTMA-002728,,NA,NA,732,-24,-51,61.0107686099575
G10282,SEEDGWAS1862,CIMMYTMA-002735,,NA,NA,732,-24,-51,61.0107686099575
G10299,SEEDGWAS1863,CIMMYTMA-002738,,NA,NA,732,-24,-51,61.0107686099575
G10314,SEEDGWAS3420,CIMMYTMA-002770,,NA,NA,771,-23.55,-46.63333333,64.0104960589893
G10321,SEEDGWAS144,CIMMYTMA-002773,1954-08-03,11,9,735,-24.11666667,-49.33333333,62.3270963665608
G10325,SEEDGWAS1864,CIMMYTMA-002776,1946-07-01,7,5,337,-23.916667,-51.866667,60.3177534803072
G10328,SEEDGWAS1296,CIMMYTMA-002781,1954-01-01,NA,NA,42,7.770415,-66.953303,30.5282544317294
G10336,SEEDGWAS774,NA,NA,NA,NA,NA,NA,NA,NA
G10353,SEEDGWAS5212,NA,NA,NA,NA,NA,NA,NA,NA
G10367,SEEDGWAS1297,NA,NA,NA,NA,NA,NA,NA,NA
G10368,SEEDGWAS1298,NA,NA,NA,NA,NA,NA,NA,NA
G10373,SEEDGWAS1299,NA,NA,NA,NA,NA,NA,NA,NA
G10374,SEEDGWAS145,NA,NA,NA,NA,NA,NA,NA,NA
G10375,SEEDGWAS3422,NA,NA,NA,NA,NA,NA,NA,NA
G10376,SEEDGWAS3423,NA,NA,NA,NA,NA,NA,NA,NA
G10378,SEEDGWAS2397,NA,NA,NA,NA,NA,NA,NA,NA
G10379,SEEDGWAS3424,NA,NA,NA,NA,NA,NA,NA,NA
G10394,SEEDGWAS3425,NA,NA,NA,NA,NA,NA,NA,NA
G10395,SEEDGWAS2398,NA,NA,NA,NA,NA,NA,NA,NA
G10397,SEEDGWAS147,NA,NA,NA,NA,NA,NA,NA,NA
G10426,SEEDGWAS5213,NA,NA,NA,NA,NA,NA,NA,NA
G10443,SEEDGWAS3836,CIMMYTMA-002860,1965-01-01,4,2,208,-12.43333333,-39.21666667,64.0435549121889
G10547,SEEDGWAS3182,CIMMYTMA-002862,1965-01-01,4,2,208,-12.43333333,-39.21666667,64.0435549121889
G106,SEEDGWAS3371,NA,NA,NA,NA,NA,NA,NA,NA
G10602,SEEDGWAS148,CIMMYTMA-002863,1965-01-01,4,2,208,-12.43333333,-39.21666667,64.0435549121889
G10666,SEEDGWAS3837,CIMMYTMA-002869,1965-01-01,4,2,231,-12.438138,-39.505062,63.7903014159478
G10739,SEEDGWAS3838,CIMMYTMA-002882,1965-01-01,12,10,723,-11.3,-41.86666667,61.1703675929894
G10749,SEEDGWAS3426,CIMMYTMA-002888,1965-01-01,4,2,392,-11.55,-39.26666667,63.594821879438
G10793,SEEDGWAS3427,CIMMYTMA-002893,1965-01-01,4,2,392,-11.55,-39.26666667,63.594821879438
G10842,SEEDGWAS149,CIMMYTMA-002899,1965-01-01,5,3,9,-10.28333333,-36.6,65.4418081683177
G10843,SEEDGWAS3839,CIMMYTMA-002915,1965-01-01,2,12,429,-8.066666667,-39.1,62.2491809946584
G10870,SEEDGWAS2401,CIMMYTMA-002920,1965-01-01,1,11,390,-8.107378,-39.57391,61.8330838496266
G10877,SEEDGWAS3183,CIMMYTMA-002945,1965-01-01,2,12,225,-6.8,-38.23333333,62.5448859274193
G10878,SEEDGWAS150,CIMMYTMA-002952,1965-01-01,2,12,257,-6.996793,-37.295403,63.4867291081884
G10880,SEEDGWAS3184,CIMMYTMA-002953,1965-01-01,3,1,560,-8.083333333,-37.26666667,63.9354121106477
G10900,SEEDGWAS3428,CIMMYTMA-002956,1965-01-01,4,2,658,-8.416666667,-37.06666667,64.2513919407534
G10909,SEEDGWAS1866,CIMMYTMA-002978,1965-01-01,3,1,43,-3.81233,-38.693975,61.0269551499841
G10910,SEEDGWAS1867,CIMMYTMA-002979,1965-01-01,3,1,43,-3.81233,-38.693975,61.0269551499841
G10949,SEEDGWAS1868,CIMMYTMA-002980,1965-01-01,3,1,43,-3.81233,-38.693975,61.0269551499841
G10972,SEEDGWAS3185,CIMMYTMA-002983,1965-01-01,3,1,141,-4.216666667,-39.2,60.6937780886134
G10973,SEEDGWAS3186,CIMMYTMA-002997,1965-01-01,2,12,178,-5.583333333,-39.36666667,61.035128585982
G11,SEEDGWAS588,CIMMYTMA-000001,1960-01-01,7,5,1145,18.58333333,-98.83333333,3.1607402200364
G11004,SEEDGWAS1869,CIMMYTMA-002998,1965-01-01,3,1,498,-5.45,-39.71666667,60.6606588554761
G11024,SEEDGWAS3187,CIMMYTMA-003005,1965-01-01,2,12,276,-5.166666667,-40.66666667,59.6736725860979
G11030,SEEDGWAS1099,CIMMYTMA-003015,1965-01-01,12,10,1050,-15,-49,56.9679489921989
G11045,SEEDGWAS1870,CIMMYTMA-003016,1965-01-01,12,10,291,-14.63425,-52.31735,54.0481173131607
G11079,SEEDGWAS1871,NA,NA,NA,NA,NA,NA,NA,NA
G11080,SEEDGWAS1872,NA,NA,NA,NA,NA,NA,NA,NA
G11081,SEEDGWAS1300,NA,NA,NA,NA,NA,NA,NA,NA
G11086,SEEDGWAS2402,CIMMYTMA-003043,1978-03-08,NA,NA,41,-34.25,-56.75,64.7153168143198
G11132,SEEDGWAS1873,NA,NA,NA,NA,NA,NA,NA,NA
G11133,SEEDGWAS1874,NA,NA,NA,NA,NA,NA,NA,NA
G11153,SEEDGWAS775,NA,NA,NA,NA,NA,NA,NA,NA
G11172,SEEDGWAS3188,NA,NA,NA,NA,NA,NA,NA,NA
G11182,SEEDGWAS776,NA,NA,NA,NA,NA,NA,NA,NA
G11183,SEEDGWAS1301,NA,NA,NA,NA,NA,NA,NA,NA
G11184,SEEDGWAS151,NA,NA,NA,NA,NA,NA,NA,NA
G11189,SEEDGWAS1877,NA,NA,NA,NA,NA,NA,NA,NA
G11194,SEEDGWAS1878,NA,NA,NA,NA,NA,NA,NA,NA
G11215,SEEDGWAS1879,NA,NA,NA,NA,NA,NA,NA,NA
G11268,SEEDGWAS1880,NA,NA,NA,NA,NA,NA,NA,NA
G11281,SEEDGWAS1881,NA,NA,NA,NA,NA,NA,NA,NA
G11298,SEEDGWAS1882,NA,NA,NA,NA,NA,NA,NA,NA
G11381,SEEDGWAS1883,NA,NA,NA,NA,NA,NA,NA,NA
G11386,SEEDGWAS2740,NA,NA,NA,NA,NA,NA,NA,NA
G11389,SEEDGWAS2741,CIMMYTMA-003108,1954-01-01,5,3,2571,5.316666667,-73.81666667,25.1589169900247
G11394,SEEDGWAS2742,NA,NA,NA,NA,NA,NA,NA,NA
G11401,SEEDGWAS612,CIMMYTMA-003176,1954-01-01,10,8,1535,4.516666667,-75.63333333,23.9877571904336
G11402,SEEDGWAS613,CIMMYTMA-003177,1954-01-01,11,9,949,3.507372,-76.476108,23.8427472535706
G11412,SEEDGWAS152,CIMMYTMA-003190,1954-01-01,8,6,30,8.316666667,-75.15,22.6547515946719
G11417,SEEDGWAS777,CIMMYTMA-003192,1954-01-01,8,6,61,10.775847,-74.83549,22.1069090065764
G11423,SEEDGWAS778,CIMMYTMA-003194,1967-01-01,8,6,4,10.392495,-74.874618,22.1843902876957
G11437,SEEDGWAS153,CIMMYTMA-003195,1954-01-01,8,6,13,9.75,-74.81666667,22.4450190379613
G11447,SEEDGWAS2743,NA,NA,NA,NA,NA,NA,NA,NA
G11448,SEEDGWAS2744,NA,NA,NA,NA,NA,NA,NA,NA
G11449,SEEDGWAS1302,CIMMYTMA-003201,1954-01-01,9,7,1039,8.444639,-73.280557,24.3385396714544
G11460,SEEDGWAS155,CIMMYTMA-003207,1954-01-01,8,6,996,7.617716,-72.643105,25.2369987001701
G11461,SEEDGWAS614,CIMMYTMA-003209,1954-01-01,9,7,1248,8.238297,-73.345161,24.3536025950676
G11474,SEEDGWAS156,CIMMYTMA-003229,1959-07-02,8,6,5,20.32,-96.87,3.22751515531345
G11489,SEEDGWAS157,CIMMYTMA-003231,1959-07-02,8,6,22,20.385828,-97.030722,3.33775450883404
G11490,SEEDGWAS1884,CIMMYTMA-003233,1959-07-02,8,6,21,20.55,-97.13,3.5250466802268
G11490,SEEDGWAS4383,CIMMYTMA-003233,1959-07-02,8,6,21,20.55,-97.13,3.5250466802268
G11496,SEEDGWAS158,CIMMYTMA-003234,1959-07-03,8,6,208,20.46666667,-97.33333333,3.51923269278975
G11497,SEEDGWAS3429,CIMMYTMA-003235,1978-03-11,NA,NA,41,-34.25,-56.75,64.7153168143198
G11501,SEEDGWAS160,CIMMYTMA-003237,1959-07-03,8,6,14,20.433609,-97.114806,3.41012418851469
G11503,SEEDGWAS162,CIMMYTMA-003239,1959-07-04,8,6,93,20.511547,-97.334715,3.5612452210321
G11505,SEEDGWAS1885,CIMMYTMA-003241,1959-07-04,8,6,56,20.566064,-97.181289,3.55718411690272
G11506,SEEDGWAS163,CIMMYTMA-003242,1959-07-04,8,6,58,20.5422222,-97.27305556,3.56688963524525
G11510,SEEDGWAS164,CIMMYTMA-003245,1959-07-04,8,6,206,20.471501,-97.343051,3.52743212650222
G11549,SEEDGWAS167,CIMMYTMA-003253,1959-07-06,7,5,42,20.910099,-97.762003,4.0994032379755
G11553,SEEDGWAS4883,CIMMYTMA-003254,1959-07-06,7,5,42,20.910099,-97.762003,4.0994032379755
G11553,SEEDGWAS1887,CIMMYTMA-003254,1959-07-06,7,5,42,20.910099,-97.762003,4.0994032379755
G11558,SEEDGWAS168,CIMMYTMA-003256,1959-07-06,7,5,27,20.893005,-97.675796,4.04720793839568
G11560,SEEDGWAS780,CIMMYTMA-003258,1959-07-07,7,5,26,20.96666667,-97.53333333,4.05770853413601
G11578,SEEDGWAS169,CIMMYTMA-003259,1959-07-07,7,5,324,21.15,-97.85,4.35379767304108
G11618,SEEDGWAS170,CIMMYTMA-003261,1959-07-07,7,5,76,21.38333333,-97.83333333,4.55890442173948
G11628,SEEDGWAS171,CIMMYTMA-003263,1959-07-07,7,5,22,21.28333333,-97.51666667,4.34613474056101
G11629,SEEDGWAS1303,CIMMYTMA-003264,1959-07-08,7,5,97,21.320028,-97.699529,4.44779723084776
G11630,SEEDGWAS172,CIMMYTMA-003267,1959-07-08,7,5,325,21.15,-97.85,4.35379767304108
G11635,SEEDGWAS173,CIMMYTMA-003268,1959-07-09,7,5,125,21.35,-97.71666667,4.48206283985897
G11673,SEEDGWAS1888,CIMMYTMA-003269,1959-07-09,7,5,125,21.35,-97.71666667,4.48206283985897
G11673,SEEDGWAS4884,CIMMYTMA-003269,1959-07-09,7,5,125,21.35,-97.71666667,4.48206283985897
G11675,SEEDGWAS174,CIMMYTMA-003271,1959-07-09,8,6,27,20.062451,-96.710604,2.93724525399174
G11700,SEEDGWAS782,CIMMYTMA-003275,1959-07-10,7,5,60,21.516667,-98.383333,4.92442890089805
G11702,SEEDGWAS176,CIMMYTMA-003276,1959-07-10,7,5,60,21.51666667,-98.38333333,4.92442877357366
G11706,SEEDGWAS177,CIMMYTMA-003277,1959-07-11,7,5,27,22.11,-97.8,5.2196730585141
G11716,SEEDGWAS783,CIMMYTMA-003278,1959-07-11,7,5,82,21.66666667,-97.83333333,4.81923212597196
G11717,SEEDGWAS615,NA,NA,NA,NA,NA,NA,NA,NA
G11720,SEEDGWAS616,NA,NA,NA,NA,NA,NA,NA,NA
G11727,SEEDGWAS617,CIMMYTMA-003291,1958-11-20,7,5,733,9.36847,-83.681158,14.5923852019276
G11730,SEEDGWAS2403,CIMMYTMA-003292,1958-11-20,7,5,923,9.405484,-83.711745,14.5466990035964
G11732,SEEDGWAS784,CIMMYTMA-003294,1958-11-21,7,5,585,9.311512,-83.654161,14.6458170744964
G11734,SEEDGWAS785,CIMMYTMA-003296,1958-11-21,7,5,585,9.311512,-83.654161,14.6458170744964
G11735,SEEDGWAS618,CIMMYTMA-003299,1958-11-21,7,5,1051,9.451193,-83.660106,14.5658679843738
G11736,SEEDGWAS1100,CIMMYTMA-003304,1958-11-22,7,5,1468,9.954306,-83.99449,14.0169270445761
G11737,SEEDGWAS1101,CIMMYTMA-003306,1958-11-22,7,5,673,9.358024,-83.665901,14.6108658496365
G11739,SEEDGWAS178,CIMMYTMA-003307,1958-11-27,9,7,19,9.913101,-83.052593,14.8507950381101
G11741,SEEDGWAS786,CIMMYTMA-003309,1958-11-27,9,7,19,9.913101,-83.052593,14.8507950381101
G11751,SEEDGWAS179,CIMMYTMA-003310,1958-11-27,11,9,6,9.783843,-82.910317,15.0383050890462
G11754,SEEDGWAS1304,CIMMYTMA-003311,1958-11-27,11,9,6,9.783843,-82.910317,15.0383050890462
G11761,SEEDGWAS787,CIMMYTMA-003312,1958-11-27,11,9,2,9.983333333,-83.03333333,14.8331927578373
G11766,SEEDGWAS788,CIMMYTMA-003314,1958-11-27,11,9,2,9.983333333,-83.03333333,14.8331927578373
G11771,SEEDGWAS1305,CIMMYTMA-003315,1958-12-05,8,6,177,10.44895,-84.265743,13.5315892932127
G11778,SEEDGWAS180,CIMMYTMA-003316,1958-05-12,7,5,214,10.583915,-84.640069,13.1401307933825
G11782,SEEDGWAS789,CIMMYTMA-003318,1958-12-05,7,5,36,11.01666667,-84.73333333,12.8453297609287
G11783,SEEDGWAS790,CIMMYTMA-003321,1958-12-05,9,7,431,10.353732,-84.273896,13.5724276263016
G11784,SEEDGWAS1306,CIMMYTMA-003323,1958-11-30,9,7,60,9.54934,-82.929368,15.1391514143348
G11786,SEEDGWAS1307,CIMMYTMA-003328,1958-12-01,8,6,219,9,-83.25,15.1542530623511
G11789,SEEDGWAS1308,CIMMYTMA-003335,1958-12-07,7,5,211,10.36278788,-84.478768,13.3914403568398
G11793,SEEDGWAS619,CIMMYTMA-003347,1958-12-08,7,5,1686,10.232041,-84.410685,13.5170700261477
G11804,SEEDGWAS182,CIMMYTMA-003351,1958-12-03,7,5,217,10.365506,-84.478463,13.3903114513749
G11812,SEEDGWAS1309,CIMMYTMA-003352,1958-12-04,7,5,81,10.403208,-84.483438,13.3667800369313
G11816,SEEDGWAS1889,CIMMYTMA-003353,1958-12-04,7,5,81,10.403208,-84.483438,13.3667800369313
G11817,SEEDGWAS1310,CIMMYTMA-003355,1958-12-05,8,6,174,10.447642,-84.266936,13.5312105191012
G11819,SEEDGWAS620,CIMMYTMA-003357,1958-01-01,7,5,1156,9.933333333,-84.08333333,13.9519511700284
G11821,SEEDGWAS1311,CIMMYTMA-003360,1958-12-12,7,5,62,10.883452,-85.012096,12.6679774844446
G11827,SEEDGWAS1312,CIMMYTMA-003361,1958-12-12,7,5,50,10.885181,-85.009845,12.669062864093
G11828,SEEDGWAS1313,CIMMYTMA-003363,1958-12-12,7,5,45,10.91985,-85.012907,12.649116607612
G11835,SEEDGWAS1316,CIMMYTMA-003375,1958-12-16,7,5,56,10.27709,-85.612105,12.4787859652657
G11836,SEEDGWAS791,CIMMYTMA-003376,1958-12-16,7,5,181,10.7,-85.65,12.2165756117571
G11862,SEEDGWAS792,CIMMYTMA-003401,1958-12-11,7,5,191,10.066667,-84.733333,13.3298537126257
G11865,SEEDGWAS183,CIMMYTMA-003402,1958-12-11,7,5,131,10.050159,-84.733838,13.3382897955131
G11904,SEEDGWAS1317,CIMMYTMA-003404,1958-12-13,7,5,696,10.432058,-84.952374,12.9504044625086
G11907,SEEDGWAS185,CIMMYTMA-003405,1958-12-13,7,5,696,10.432058,-84.952374,12.9504044625086
G11987,SEEDGWAS186,CIMMYTMA-003408,1958-12-13,7,5,656,10.49901,-84.943094,12.9233816296962
G11988,SEEDGWAS1320,CIMMYTMA-003412,1958-12-14,7,5,158,10.28643,-84.971238,13.0113189633178
G11993,SEEDGWAS1321,CIMMYTMA-003413,1958-12-14,7,5,77,10.350013,-85.055372,12.9062492139753
G11995,SEEDGWAS1322,CIMMYTMA-003419,1958-12-16,7,5,446,10.672685,-85.230851,12.5872780845045
G11997,SEEDGWAS1323,CIMMYTMA-003422,1958-12-18,7,5,55,11.214891,-85.603295,11.9902670543912
G11998,SEEDGWAS793,CIMMYTMA-003426,1958-12-19,7,5,233,11.07393,-85.626441,12.041529377568
G11999,SEEDGWAS1324,CIMMYTMA-003461,1958-12-01,7,5,70,10.191279,-85.428923,12.6787872842257
G12001,SEEDGWAS1325,CIMMYTMA-003470,1958-12-01,7,5,238,10.031467,-85.463114,12.7397844113612
G12002,SEEDGWAS1326,CIMMYTMA-003472,1958-12-01,7,5,196,10.032973,-85.460772,12.7408692593699
G12008,SEEDGWAS1327,CIMMYTMA-003473,1958-12-01,7,5,238,10.031467,-85.463114,12.7397844113612
G12010,SEEDGWAS187,CIMMYTMA-003475,1958-12-01,7,5,170,10.065598,-85.473735,12.7117834297303
G12011,SEEDGWAS188,CIMMYTMA-003477,1958-12-01,8,6,376,9.154099,-83.335913,14.9987411275421
G12019,SEEDGWAS1329,CIMMYTMA-003480,1958-12-01,8,6,516,9.188017,-83.304159,15.0073540021143
G12020,SEEDGWAS190,CIMMYTMA-003485,1958-12-01,8,6,383,9.15,-83.33333333,15.0031199468607
G12023,SEEDGWAS1102,CIMMYTMA-003486,1958-12-01,8,6,915,8.820336,-82.907759,15.5392731390833
G12033,SEEDGWAS5214,CIMMYTMA-003488,1958-01-01,8,6,1099,8.754457,-82.903449,15.5785866989774
G12038,SEEDGWAS191,CIMMYTMA-003489,1958-12-01,8,6,913,8.820336,-82.907759,15.5392731390833
G12039,SEEDGWAS1103,CIMMYTMA-003490,1958-12-01,8,6,535,9.21809,-83.402533,14.9081777110728
G12041,SEEDGWAS1790,CIMMYTMA-003493,1958-12-01,8,6,1065,8.74664,-82.942292,15.5502446200827
G12047,SEEDGWAS1104,CIMMYTMA-003498,1958-12-01,8,6,1300,8.884242,-82.776594,15.6156095428499
G12048,SEEDGWAS1330,CIMMYTMA-003499,1958-01-01,8,6,10,8.521084,-83.30636,15.3726643153559
G12058,SEEDGWAS192,CIMMYTMA-003501,1958-12-01,8,6,23,8.515255,-83.335972,15.3515572844603
G12068,SEEDGWAS794,CIMMYTMA-003502,1958-01-01,8,6,3,8.55,-83.31666667,15.3478191546697
G12071,SEEDGWAS193,CIMMYTMA-003515,1958-12-01,7,5,1063,9.851254,-84.326233,13.7890278508156
G12075,SEEDGWAS795,CIMMYTMA-003520,1958-12-01,7,5,1156,9.933333333,-84.08333333,13.9519511700284
G12076,SEEDGWAS194,CIMMYTMA-003525,1958-12-01,7,5,847,9.874488,-84.341514,13.7637037928314
G12082,SEEDGWAS621,CIMMYTMA-003526,1958-12-01,7,5,1013,10.08333333,-84.38333333,13.6177987057951
G12087,SEEDGWAS1332,CIMMYTMA-003559,1959-01-01,7,5,120,10.151686,-85.439086,12.6923245044937
G12090,SEEDGWAS1333,CIMMYTMA-003561,1959-01-01,7,5,200,10.112727,-85.507987,12.6569679364102
G12146,SEEDGWAS796,CIMMYTMA-003563,1959-01-01,7,5,200,10.112727,-85.507987,12.6569679364102
G12184,SEEDGWAS1334,CIMMYTMA-003565,1959-01-01,7,5,157,10.188492,-85.476791,12.640516944666
G12189,SEEDGWAS797,CIMMYTMA-003576,1959-01-01,7,5,142,10.11666667,-85.45,12.7027992495705
G12190,SEEDGWAS195,CIMMYTMA-003581,1959-01-01,7,5,142,10.11666667,-85.45,12.7027992495705
G12191,SEEDGWAS798,CIMMYTMA-003583,1959-01-01,7,5,23,10.307944,-85.34835,12.6820076053052
G12195,SEEDGWAS799,CIMMYTMA-003606,1958-01-01,7,5,629,13.728128,-88.820802,7.96691625916088
G12332,SEEDGWAS1335,CIMMYTMA-003607,1958-01-01,7,5,616,13.753858,-89.54248,7.3127035724204
G12337,SEEDGWAS1336,CIMMYTMA-003608,1958-01-01,7,5,616,13.753858,-89.54248,7.3127035724204
G12338,SEEDGWAS1337,CIMMYTMA-003609,1958-01-01,7,5,616,13.753858,-89.54248,7.3127035724204
G12350,SEEDGWAS1338,CIMMYTMA-003612,1958-01-01,7,5,34,13.66216,-89.867062,7.07412828258648
G12351,SEEDGWAS800,CIMMYTMA-003613,1958-01-01,7,5,34,13.66216,-89.867062,7.07412828258648
G12354,SEEDGWAS801,CIMMYTMA-003615,1958-01-01,7,5,695,13.8,-88.91,7.85529459140636
G12355,SEEDGWAS1340,CIMMYTMA-003617,1958-01-01,7,5,40,13.448614,-88.802349,8.10954712786509
G12363,SEEDGWAS1342,CIMMYTMA-003621,1958-01-01,7,5,76,13.330803,-88.451302,8.47534247163246
G12389,SEEDGWAS1344,CIMMYTMA-003625,1958-01-01,7,5,270,14.009348,-89.179417,7.52197900175326
G12403,SEEDGWAS196,CIMMYTMA-003628,1958-01-01,7,5,270,14.046305,-88.998453,7.67070686608764
G12458,SEEDGWAS197,CIMMYTMA-003634,1958-01-01,7,5,733,14.372973,-89.21822,7.33848413968478
G12462,SEEDGWAS1346,CIMMYTMA-003638,1958-11-26,7,5,564,14.045156,-89.509358,7.20907999149309
G12464,SEEDGWAS1347,CIMMYTMA-003639,1958-11-27,7,5,338,14.09389,-89.46379,7.22884341513758
G12472,SEEDGWAS1348,CIMMYTMA-003642,1958-12-01,7,5,479,13.561555,-88.437896,8.38411970653527
G12479,SEEDGWAS1349,CIMMYTMA-003643,1958-01-01,7,5,479,13.561555,-88.437896,8.38411970653527
G12488,SEEDGWAS1105,CIMMYTMA-003652,1958-12-12,7,5,1704,14.100414,-87.105301,9.40906397858114
G12491,SEEDGWAS1350,CIMMYTMA-003660,1958-12-17,7,5,39,13.173019,-87.135874,9.72772429217569
G12492,SEEDGWAS1351,CIMMYTMA-003663,1958-12-20,10,8,16,15.590506,-87.891039,8.25406698424219
G12500,SEEDGWAS1352,CIMMYTMA-003664,1958-12-20,10,8,16,15.590506,-87.891039,8.25406698424219
G12516,SEEDGWAS802,CIMMYTMA-003666,1958-12-20,10,8,125,15.497219,-87.963237,8.20234364519799
G12518,SEEDGWAS1353,CIMMYTMA-003667,1958-12-21,9,7,92,15.4,-88.016667,8.1711716506536
G12522,SEEDGWAS198,CIMMYTMA-003691,1958-01-01,7,5,858,14.55,-86.7,9.6587465272559
G12527,SEEDGWAS1355,CIMMYTMA-003695,1958-12-29,7,5,415,14.744943,-86.088789,10.1985989479002
G12539,SEEDGWAS1356,CIMMYTMA-003696,1958-12-29,7,5,347,14.793053,-85.937304,10.3342442147376
G12546,SEEDGWAS1357,CIMMYTMA-003701,1958-01-01,8,6,60,15.380512,-87.929345,8.26064088846435
G12548,SEEDGWAS803,CIMMYTMA-003702,1958-01-01,7,5,175,15.047378,-87.9942222,8.27838789500696
G12553,SEEDGWAS1358,CIMMYTMA-003703,1958-01-01,7,5,134,15.053429,-87.99316,8.27782961980814
G12562,SEEDGWAS1359,CIMMYTMA-003707,1958-01-01,7,5,131,15.053429,-87.99316,8.27782961980814
G12565,SEEDGWAS1360,CIMMYTMA-003708,1958-01-01,8,6,48,15.281744,-88.003548,8.21102281461659
G12571,SEEDGWAS3430,CIMMYTMA-003712,1978-03-12,NA,NA,41,-34.25,-56.75,64.7153168143198
G12576,SEEDGWAS2404,CIMMYTMA-003714,1978-03-08,NA,NA,41,-34.25,-56.75,64.7153168143198
G12580,SEEDGWAS3431,CIMMYTMA-003715,1978-03-06,NA,NA,41,-34.25,-56.75,64.7153168143198
G12581,SEEDGWAS3432,CIMMYTMA-003718,1978-03-16,NA,NA,35,-34.58333333,-56.25,65.2838248379864
G12583,SEEDGWAS3433,CIMMYTMA-003727,1978-03-17,NA,NA,35,-34.58333333,-56.25,65.2838248379864
G12589,SEEDGWAS3434,CIMMYTMA-003748,1978-03-21,NA,NA,35,-34.58333333,-56.25,65.2838248379864
G12590,SEEDGWAS622,CIMMYTMA-003749,1957-04-11,7,5,970,13.23333333,-86.16666667,10.594049507205
G12596,SEEDGWAS1361,CIMMYTMA-003764,1958-01-01,8,6,105,8.133333333,-81.18333333,17.3651069889608
G12600,SEEDGWAS1362,CIMMYTMA-003768,1958-01-01,8,6,79,8.187298,-81.219826,17.3057979728532
G12603,SEEDGWAS1363,CIMMYTMA-003778,1958-01-01,8,6,54,8.176827,-80.692968,17.7627128856722
G12604,SEEDGWAS1364,CIMMYTMA-003782,1958-01-01,8,6,13,8.327238,-80.531579,17.8263470633374
G12613,SEEDGWAS804,CIMMYTMA-003783,1958-01-01,8,6,13,8.327238,-80.531579,17.8263470633374
G12615,SEEDGWAS3189,CIMMYTMA-003786,1958-12-15,8,6,111,8.503456,-82.785875,15.8143271621743
G12625,SEEDGWAS805,CIMMYTMA-003790,1958-12-16,8,6,277,8.549987,-82.754955,15.8145922088837
G12626,SEEDGWAS806,CIMMYTMA-003791,1958-12-17,8,6,439,8.583333333,-82.71666667,15.8284201901931
G12627,SEEDGWAS1365,CIMMYTMA-003793,1958-12-17,8,6,439,8.583333333,-82.71666667,15.8284201901931
G12628,SEEDGWAS3190,CIMMYTMA-003794,1958-12-18,8,6,31,8.469841,-82.815169,15.8084631829021
G12633,SEEDGWAS1890,CIMMYTMA-003795,1958-12-14,8,6,31,8.469841,-82.815169,15.8084631829021
G12641,SEEDGWAS807,CIMMYTMA-003798,1958-12-19,8,6,14,8.408878,-82.784281,15.867958935138
G12645,SEEDGWAS202,CIMMYTMA-003801,1958-12-17,8,6,22,9.166666667,-79.1,18.7042625770221
G12646,SEEDGWAS203,CIMMYTMA-003805,1958-12-20,8,6,18,9.166666667,-79.1,18.7042625770221
G12681,SEEDGWAS808,CIMMYTMA-003809,1958-12-20,8,6,22,9.166666667,-79.1,18.7042625770221
G12706,SEEDGWAS206,CIMMYTMA-003811,1958-12-20,8,6,22,9.166666667,-79.1,18.7042625770221
G12728,SEEDGWAS3191,CIMMYTMA-003813,1958-01-01,8,6,160,8.491289,-82.625074,15.9554161573418
G12731,SEEDGWAS3192,CIMMYTMA-003814,1958-01-01,8,6,160,8.491289,-82.625074,15.9554161573418
G12735,SEEDGWAS623,CIMMYTMA-003818,1958-01-01,8,6,1125,8.783333333,-82.43333333,15.9600629007519
G12736,SEEDGWAS1366,CIMMYTMA-003822,1958-12-11,8,6,10,8.061959,-80.552275,17.9423027943636
G12737,SEEDGWAS1367,CIMMYTMA-003823,1958-12-11,8,6,26,7.966666667,-80.48333333,18.0502768934579
G12743,SEEDGWAS207,CIMMYTMA-003826,1958-12-11,8,6,33,7.916666667,-80.41666667,18.1331493906424
G12753,SEEDGWAS1368,CIMMYTMA-003829,1958-12-14,8,6,22,9.166666667,-79.1,18.7042625770221
G12763,SEEDGWAS1369,CIMMYTMA-003832,1958-12-14,8,6,78,9.215315,-78.978395,18.7933379209694
G12764,SEEDGWAS809,CIMMYTMA-003835,1958-12-19,8,6,125,8.75,-79.88,18.1934544217908
G12767,SEEDGWAS208,CIMMYTMA-003837,1958-12-19,8,6,49,8.581789,-79.924861,18.2328176936443
